=== Pair 25 Results ===

Addition - 10,10
1571441.716082,752417.484059,1488280.635704,1908125.613453,805193.488455,1577113.787612,741031.618992,1339451.095127,919339.461496,1045332.810084
715181.053148,981137.206326,1579471.551152,1324128.999302,385829.733727,1702985.834752,1544363.287663,437767.013986,1352803.878588,1096269.028253
1279654.953776,1685231.426335,708067.244412,830252.568989,103998.389881,1663646.119344,739422.155945,796998.354407,1423766.510018,1150250.532828
660785.989313,238609.706227,1471146.750692,1527770.860062,547578.465004,1202377.756156,194343.359856,1613832.355021,1498032.887786,485267.713921
371411.778435,912473.793850,1518774.530107,1493322.087177,483696.559254,1116215.288504,943334.957922,273908.518201,703333.102111,1146945.365454
1371171.326855,1729293.142861,338512.052269,1192297.470173,138840.342579,1009513.382607,1441244.962663,1442664.666738,261414.994521,1133763.013412
1315737.933753,679438.974057,753756.221254,1587501.419687,955391.498524,1587222.663587,84222.899726,984724.809919,841470.336966,616232.117190
558437.714695,443099.678679,973683.691777,706235.261314,1166968.932887,979612.368530,226276.761609,719384.497381,1082270.224771,620741.282384
442553.653494,1291249.108563,993161.106862,136493.326488,1085420.003031,901941.890844,696402.820776,602902.562797,1663427.381285,987693.756556
1594566.375486,1308787.578691,1476875.513100,1343809.839028,832572.756972,1093763.735641,1221027.001865,1218838.402735,1546922.289050,1187675.953011

Subtraction - 10,10
-351393.077348,-547796.996627,392821.135114,55975.116207,73185.073183,110691.597654,228093.652440,-463075.102055,-73374.636126,-133166.167210
104517.306268,-87430.327998,-140727.651532,244122.407268,-175551.335079,-207531.102410,25390.687543,-281195.009638,42433.676986,-902742.708727
-396195.938636,66646.327549,-566958.796116,-351327.890177,-8842.580125,183214.420004,566577.770689,314655.714389,493708.559358,241862.281790
133569.539287,-123034.525675,475949.276078,294925.538194,-196519.913984,-536406.122094,105866.688306,80311.397109,221103.613664,-210904.583463
-13473.923455,748473.462796,-245942.312267,-355303.671829,34395.889058,399958.307096,-375489.909218,47670.516531,683295.388875,2059.977786
542525.323185,-201664.113919,-32554.424001,462853.027009,133151.992309,-479971.793373,-412817.908373,-475846.953290,119093.327053,-758082.075076
650832.106653,-10265.793763,-284244.961436,-34179.290425,-539875.189306,348678.719005,-68831.279216,-451974.827111,-564858.014870,-125773.598134
5896.724715,-196778.389397,-269325.310655,121898.376278,523708.177539,845468.030366,-34719.214175,-270540.494535,321129.860381,-8736.530656
407609.378006,-139877.174039,-493557.493236,38187.705092,-601954.389037,-647662.794224,-343334.591964,-474086.612393,81598.587569,292075.313246
-330651.702576,-69439.051073,-133482.172740,-415167.384068,763556.085906,734086.650727,328042.577609,448167.393839,145894.372354,-645729.062205

Element-wise Multiplication - 10,10
586487993058.660889,66512630201.028519,515167701604.812744,909452535770.250122,160745124728.382782,618758817321.168457,124275286515.621292,394922671523.417725,209950302059.283081,268746863937.177612
125140017868.090866,238746538845.837463,618731527248.198242,423430464265.548157,29511578044.957100,714272898724.614014,596103319316.840942,28142331272.225952,457069429245.046082,96715346036.753937
370136394732.948914,708890806832.832397,44979236528.974724,141472010474.153015,2684368468.643360,683537721677.737183,56433688615.858704,134049539582.453506,445840733366.370972,316144731229.608154
104699325461.754684,10449274349.415754,484436262168.114319,561775681943.890625,65305524685.964523,289495185169.703552,6640396456.809739,649501237401.756836,548803931228.295776,47751002712.102997
34441290636.744583,68098974988.294281,561547113084.625000,525942539208.875366,58194821062.517029,271492480718.742401,187222042728.289886,18188349549.183800,6946216016.811220,328869856956.982727
396444270323.078125,737446589775.834839,28382654752.333321,301835083192.385437,386796917.899521,197186086807.233337,476692104232.003418,463712754424.722351,13538644702.965410,177682534507.381195
326895969816.557983,115382983236.511047,121838310744.338974,629748133403.571045,155326923855.936218,599424733679.310791,588937959.936224,191350426731.998077,97251937757.699127,90980756067.224243
77954477457.852417,39403897677.938919,218880952168.268921,120977257546.010254,271886558775.550690,61206050551.498253,12498937252.831675,111080473972.217911,267046113049.387573,96310853171.957413
7427082795.612306,411939659136.901367,185692496263.487183,4293031838.891550,203946874124.727051,98508019859.302673,91774561686.420807,34683346044.229980,690083080828.854248,222557742032.988495
608327844353.537842,427025786080.482971,540835947688.749268,408365231668.648254,27539874831.966530,164358974656.942719,345823751639.768494,321178259770.291199,592920850118.781006,248402036896.109558

Element-wise Division - 10,10
0.634505,0.157374,1.717181,1.060443,1.199957,1.150968,1.889362,0.486193,0.852174,0.774007
1.342307,0.836360,0.836382,1.452076,0.374573,0.782749,1.033431,0.217775,1.064766,0.096811
0.527170,1.082351,0.110671,0.405325,0.843274,1.247515,7.555929,2.304698,2.061673,1.532509
1.506697,0.319583,1.956492,1.478447,0.471791,0.383010,3.393098,1.104741,1.346305,0.394102
0.929985,10.127707,0.721267,0.615602,1.153109,2.116801,0.430569,1.421419,69.200935,1.003599
2.309426,0.791125,0.824536,2.269056,47.815680,0.355520,0.554688,0.503942,2.673580,0.198579
2.957667,0.970231,0.452322,0.957847,0.277888,1.563046,0.100563,0.370815,0.196691,0.660990
1.021344,0.384950,0.566656,1.417220,2.628292,13.605348,0.733948,0.453412,1.843812,0.972242
24.329107,0.804522,0.336045,1.776918,0.286519,0.164093,0.339574,0.119607,1.103170,1.839757
0.656505,0.899234,0.834220,0.527945,23.126714,5.081921,1.734711,2.163058,1.208268,0.295596

Transpose A - 10,10
