=== Pair 9 Results ===

Addition - 12,12
1199026.627194,1008639.633035,1211547.757401,803787.487681,1135153.792788,1268906.189072,1047064.562617,699705.383729,729407.371581,1420826.648020,255957.356296,672984.113068
533817.540032,738563.062838,1125342.773530,1233861.682338,987888.253569,942029.156164,1382809.800712,1298872.203319,918223.225845,901550.749086,841512.199881,443974.402855
965541.639843,757709.742463,1551829.230657,1270294.228855,1066381.053532,900282.546147,624840.147364,922653.477278,766252.300849,917935.188674,918915.989563,447672.258032
681190.692091,812929.796327,1238138.651012,658389.414292,986605.060184,708602.552888,585356.794961,185385.888861,1675285.197669,958990.381818,182607.771963,1625609.270752
909281.791345,487270.593328,584780.371271,317724.972767,740631.404660,381259.827718,1009956.966248,1574666.184051,1648302.171689,1058363.859533,635014.196969,818671.809099
755489.571715,657325.330765,1378294.442179,1474787.353301,441005.982989,577352.578094,1384994.876753,1573884.775657,1132220.516497,502903.476940,222862.315975,831556.824012
568108.221876,1393328.317184,1376869.926649,1893996.576868,517773.164921,973127.233713,1396026.021093,1508291.427206,1292650.252498,669394.660772,1150016.538222,152973.204819
1516523.910846,1009109.882456,1027483.888540,746834.493971,1335966.245183,1377691.675697,1789791.960787,900783.099221,1268868.509514,642647.215815,1060735.524160,1226918.729754
222107.812609,1036754.876127,1325441.404985,941069.760366,563218.093702,227212.903516,1122369.925411,1140190.774874,1202729.172066,1009387.028981,777841.407658,1216689.128265
1238211.863740,1232847.527526,861287.080094,1657928.341970,1261313.626857,411666.294943,1340343.701952,1625259.808112,690185.887561,899657.320508,266586.430017,1180809.178096
464422.810777,944722.098656,1277124.788438,1216325.197330,1065663.758350,475099.256450,1098212.161884,954965.442861,1027469.646692,1335959.181504,199237.990181,1565569.264401
1518658.146554,503890.932042,949877.160523,812946.454191,1392677.290624,819117.852233,136319.421168,1306993.715009,831521.958675,1879906.955043,1398928.155524,1537269.740503

Subtraction - 12,12
555625.398282,57340.479447,338621.942275,-719442.071059,217346.447512,362363.542282,459869.581505,160804.302685,-403455.505503,-214326.250016,-78426.109674,-237071.674120
260680.012660,-133696.209398,789701.683388,-154725.366318,-980920.398193,-814137.022120,-24983.238632,276770.033371,-425395.671907,-759999.063474,-607347.049719,101764.816971
255980.021679,269142.954521,29245.692273,-701254.148283,-45148.948372,-67229.252547,-407887.464768,97044.617566,300316.087063,-456376.877642,-652599.253779,398762.289000
-644753.860313,253072.144923,-449148.096298,271519.464118,157833.250044,-137395.245378,202191.694713,104753.081111,154208.311289,332623.978864,48432.268309,-268687.630158
-742162.551135,295926.830838,-394993.139643,-143459.913247,337457.875198,194316.301590,217554.076346,-40525.973817,289827.479767,-222692.062275,-171541.393319,475169.469083
169896.441153,-640792.016301,163645.200617,143976.149091,-161713.561107,-444518.558580,-195368.753311,375620.973931,110493.217509,-89317.916650,169677.639051,-647643.522794
514866.520380,-452579.297052,-173194.702789,4756.419694,90417.517169,39258.217689,-117508.481903,192154.377460,-367770.001382,218571.787310,109240.939646,-45536.813801
-40697.896114,343959.312332,-636535.211644,331287.863399,434905.774487,-617229.679399,182091.174259,-348180.093051,-271068.639700,-53066.012977,-151861.639686,174893.503642
-43103.415093,-715578.329135,601228.001819,715590.268334,-392208.280876,171354.604516,80834.774249,-456659.821840,-618118.817004,388821.189727,55298.699142,64565.969175
-634683.921046,-684814.496402,425063.843566,-118648.715414,-723167.320313,-209446.699473,-411421.208014,300393.136716,185239.821987,158904.616954,240665.061171,519032.805564
-409708.938721,166454.692238,-172960.538882,556080.743948,611530.968978,217870.244990,209258.688156,336012.450133,350638.403986,-658202.370014,-11192.928237,-285653.919427
-369627.979862,364191.259298,-125725.086587,736159.531039,-411751.470852,-201100.169743,40254.578968,489544.444379,-278908.387521,-26259.460275,573332.039274,210390.615677

Element-wise Multiplication - 12,12
282236317376.047058,253516494686.441895,338295787168.324707,32119357935.717632,310333663758.723755,369703894972.516846,221216041573.686401,115932400064.334503,92314692199.005432,493203155569.457092,14840878390.859804,99176159442.965790
54251774261.349541,131900180345.313416,160691902297.587982,374618678039.930115,3429593487.123791,56149960069.159134,477884695683.154419,402616837295.642273,165543103700.997467,58798794174.042664,84818085936.546661,46689298104.328178
216686221692.982056,125421530963.763184,601829662651.242310,280472511844.550842,283782530948.230225,201497222624.724213,56013256460.749702,210467945333.663422,124238209101.888748,158581289039.927734,104630202460.409988,10349771870.737518
12078304650.725014,149202335805.082428,332813326680.424377,89938450364.209229,237119552490.305573,120810031126.727493,75440273999.024796,5848679946.633825,695700072564.563843,202255960276.028687,7749978441.934011,642603114638.731812
68997030941.090164,37464985478.099724,46487125564.703529,20092102902.738533,108664265008.873947,26900057791.985798,243170824384.525635,619482809159.980469,658225020291.645630,267635576141.323822,93454145182.590012,111109376666.202332
135474923063.414825,5365545577.553902,468228954414.135681,538567151487.373718,42083750296.546684,33934812627.436871,470010464715.440796,584005542747.002930,317428636715.310547,61233554220.911186,5219277671.954824,68011154735.975487
14414854488.725372,434133944836.678711,466443597459.063171,896800102414.849121,64978430725.325668,236358851334.449707,483770102062.401367,559504931151.518066,383922475341.656738,100078896415.543274,327651113822.342957,5331799995.362195
